Unique Key,Created Date,Closed Date,Agency,Agency Name,Complaint Type,Descriptor,Location Type,Incident Zip,Incident Address,Street Name,Cross Street 1,Cross Street 2,Intersection Street 1,Intersection Street 2,Address Type,City,Landmark,Facility Type,Status,Due Date,Resolution Description,Resolution Action Updated Date,Community Board,BBL,Borough,X Coordinate (State Plane),Y Coordinate (State Plane),Open Data Channel Type,Park Facility Name,Park Borough,Vehicle Type,Taxi Company Borough,Taxi Pick Up Location,Bridge Highway Name,Bridge Highway Direction,Road Ramp,Bridge Highway Segment,Latitude,Longitude,Location
65006696,05/20/2025 09:38:30 AM,05/20/2025 09:38:30 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10463.0,3840 ORLOFF AVENUE,ORLOFF AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-20,08 BRONX,2032630172.0,BRONX,1012834.0,261212.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8835944220052,-73.89662847590374,"(40.8835944220052, -73.89662847590374)"
65009514,05/20/2025 09:23:27 AM,05/20/2025 09:23:27 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10473.0,2010 BRUCKNER BOULEVARD,BRUCKNER BOULEVARD,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-20,09 BRONX,2036820001.0,BRONX,1024246.0,240289.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82612276531203,-73.8554828783128,"(40.82612276531203, -73.8554828783128)"
65016282,05/20/2025 09:05:24 AM,05/20/2025 09:05:24 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10473.0,401 BRONX RIVER AVENUE,BRONX RIVER AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-20,09 BRONX,2035150060.0,BRONX,1020891.0,236110.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.81466715732787,-73.86762826296012,"(40.81466715732787, -73.86762826296012)"
65012308,05/20/2025 06:58:55 AM,06/10/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10472.0,2010 POWELL AVENUE,POWELL AVENUE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-06-10,09 BRONX,2038010001.0,BRONX,1024038.0,241876.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.830479560431925,-73.85622502935952,"(40.830479560431925, -73.85622502935952)"
65012316,05/20/2025 04:25:46 AM,05/21/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10451.0,825 GERARD AVENUE,GERARD AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-05-21,04 BRONX,2024830015.0,BRONX,1004754.0,240171.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.825865645198235,-73.92591342579004,"(40.825865645198235, -73.92591342579004)"
65009480,05/20/2025 01:59:34 AM,05/30/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10453.0,2015 CRESTON AVENUE,CRESTON AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-05-30,05 BRONX,2028070070.0,BRONX,1010397.0,249710.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8520325101027,-73.90548654524089,"(40.8520325101027, -73.90548654524089)"
65012304,05/19/2025 09:12:47 PM,05/22/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11104.0,43-07 39 PLACE,39 PLACE,,,,,ADDRESS,SUNNYSIDE,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-05-22,02 QUEENS,4001900020.0,QUEENS,1005062.0,210836.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74534821477015,-73.92489142159394,"(40.74534821477015, -73.92489142159394)"
65008176,05/19/2025 08:27:38 PM,06/06/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10472.0,2010 POWELL AVENUE,POWELL AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-06-06,09 BRONX,2038010001.0,BRONX,1024038.0,241876.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.830479560431925,-73.85622502935952,"(40.830479560431925, -73.85622502935952)"
65012307,05/19/2025 08:06:27 PM,05/19/2025 08:06:27 PM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11693.0,7800 SHOREFRONT PARKWAY,SHOREFRONT PARKWAY,,,,,ADDRESS,FAR ROCKAWAY,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,14 QUEENS,4161290001.0,QUEENS,1038634.0,153011.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.586489147842286,-73.80419992451807,"(40.586489147842286, -73.80419992451807)"
65002262,05/19/2025 07:36:22 PM,05/19/2025 07:36:22 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11212.0,682 ROCKAWAY AVENUE,ROCKAWAY AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,16 BROOKLYN,3035750050.0,BROOKLYN,1009482.0,180852.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.66303773030592,-73.90905241002704,"(40.66303773030592, -73.90905241002704)"
65003702,05/19/2025 06:57:12 PM,05/19/2025 06:57:12 PM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10457.0,4511 3 AVENUE,3 AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,06 BRONX,2030517501.0,BRONX,1014301.0,250296.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85362848023705,-73.89137215905889,"(40.85362848023705, -73.89137215905889)"
65000929,05/19/2025 06:38:38 PM,06/06/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11377.0,69-01 NORTHERN BOULEVARD,NORTHERN BOULEVARD,,,,,ADDRESS,WOODSIDE,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-06-06,03 QUEENS,4011650045.0,QUEENS,1012688.0,214107.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75430504306943,-73.89735608400984,"(40.75430504306943, -73.89735608400984)"
64996761,05/19/2025 05:56:23 PM,05/19/2025 05:56:23 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10463.0,2686 BAILEY AVENUE,BAILEY AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,07 BRONX,2032390031.0,BRONX,1010101.0,256775.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87142466527741,-73.90652924425673,"(40.87142466527741, -73.90652924425673)"
64995728,05/19/2025 05:38:20 PM,05/19/2025 05:38:20 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10026.0,205 WEST  119 STREET,WEST  119 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,10 MANHATTAN,1019250025.0,MANHATTAN,997703.0,232669.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.80528831231028,-73.95140565299934,"(40.80528831231028, -73.95140565299934)"
65003744,05/19/2025 05:20:09 PM,05/19/2025 05:20:09 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10468.0,1 EAST  198 STREET,EAST  198 STREET,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,07 BRONX,2033190029.0,BRONX,1013874.0,256734.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87130027643416,-73.89288721314844,"(40.87130027643416, -73.89288721314844)"
65005062,05/19/2025 05:04:59 PM,05/19/2025 05:04:59 PM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11235.0,9 BRIGHTON    1 ROAD,BRIGHTON    1 ROAD,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,13 BROOKLYN,3086820048.0,BROOKLYN,993573.0,149217.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.57623729638984,-73.96643934899885,"(40.57623729638984, -73.96643934899885)"
64995766,05/19/2025 04:46:26 PM,05/22/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10452.0,1000 WOODYCREST AVENUE,WOODYCREST AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-05-22,04 BRONX,2025080001.0,BRONX,1004195.0,242664.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83270949442344,-73.9279258335374,"(40.83270949442344, -73.9279258335374)"
64995759,05/19/2025 04:46:25 PM,05/19/2025 04:46:25 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11223.0,61 VILLAGE ROAD NORTH,VILLAGE ROAD NORTH,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,15 BROOKLYN,3071240044.0,BROOKLYN,991824.0,156591.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.59647912435454,-73.97272708084459,"(40.59647912435454, -73.97272708084459)"
64999502,05/19/2025 04:10:19 PM,05/19/2025 04:10:19 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11435.0,80-08 135 STREET,135 STREET,,,,,ADDRESS,JAMAICA,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,08 QUEENS,4096630002.0,QUEENS,1033172.0,200130.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.71585209428644,-73.82352307303,"(40.71585209428644, -73.82352307303)"
65003703,05/19/2025 03:58:17 PM,05/19/2025 03:58:17 PM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10457.0,3952 3 AVENUE,3 AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,03 BRONX,2029297501.0,BRONX,1012062.0,245518.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84052162283666,-73.89948546889276,"(40.84052162283666, -73.89948546889276)"
65002303,05/19/2025 03:03:01 PM,05/22/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10457.0,600 EAST  179 STREET,EAST  179 STREET,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-05-22,06 BRONX,2030680069.0,BRONX,1014057.0,248214.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.8479148384619,-73.89226342145311,"(40.8479148384619, -73.89226342145311)"
64998076,05/19/2025 02:41:33 PM,05/19/2025 02:41:33 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10033.0,495 WEST  186 STREET,WEST  186 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,12 MANHATTAN,1021490093.0,MANHATTAN,1004149.0,249310.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.85095092130755,-73.9280723409688,"(40.85095092130755, -73.9280723409688)"
64996762,05/19/2025 01:55:39 PM,05/19/2025 01:55:39 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10459.0,945 EAST  163 STREET,EAST  163 STREET,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,02 BRONX,2027030053.0,BRONX,1012977.0,238408.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82100379696489,-73.89620904369941,"(40.82100379696489, -73.89620904369941)"
65003745,05/19/2025 01:49:38 PM,05/19/2025 01:49:38 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10453.0,2259 CRESTON AVENUE,CRESTON AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,05 BRONX,2031710031.0,BRONX,1011528.0,251532.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.857029932100616,-73.90139091361746,"(40.857029932100616, -73.90139091361746)"
64999503,05/19/2025 01:49:38 PM,05/19/2025 01:49:38 PM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10470.0,529 EAST  235 STREET,EAST  235 STREET,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,12 BRONX,2033970029.0,BRONX,1021990.0,266472.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.89799703669679,-73.86348700892229,"(40.89799703669679, -73.86348700892229)"
65000864,05/19/2025 12:31:25 PM,05/19/2025 12:31:25 PM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10006.0,19 RECTOR STREET,RECTOR STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-05-19,01 MANHATTAN,1000187501.0,MANHATTAN,980333.0,197269.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.70813372532086,-74.01412819628682,"(40.70813372532086, -74.01412819628682)"
65000915,05/19/2025 12:31:07 PM,05/19/2025 12:31:07 PM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10453.0,1571 UNDERCLIFF AVENUE,UNDERCLIFF AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,05 BRONX,2028800135.0,BRONX,1005560.0,248190.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.847873560810946,-73.92297565064655,"(40.847873560810946, -73.92297565064655)"
64996706,05/19/2025 12:12:38 PM,05/19/2025 12:12:38 PM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11224.0,2960 WEST   24 STREET,WEST   24 STREET,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,13 BROOKLYN,3070550013.0,BROOKLYN,986793.0,148519.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.57432596069376,-73.99084604833183,"(40.574325960693756, -73.99084604833183)"
65002260,05/19/2025 11:42:22 AM,05/19/2025 11:42:22 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11691.0,1047 BEACH   21 STREET,BEACH   21 STREET,,,,,ADDRESS,FAR ROCKAWAY,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,14 QUEENS,4157050069.0,QUEENS,1052597.0,159192.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.60335801790573,-73.75386629508971,"(40.60335801790573, -73.75386629508971)"
64996744,05/19/2025 11:42:22 AM,06/13/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10024.0,345 WEST   86 STREET,WEST   86 STREET,,,,,ADDRESS,NEW YORK,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-06-13,07 MANHATTAN,1012480011.0,MANHATTAN,989806.0,227013.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.789772626160186,-73.97993553411199,"(40.789772626160186, -73.97993553411199)"
65002302,05/19/2025 11:36:11 AM,05/19/2025 11:36:11 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11109.0,45-45 CENTER BOULEVARD,CENTER BOULEVARD,,,,,ADDRESS,LONG ISLAND CITY,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,02 QUEENS,4000210020.0,QUEENS,996256.0,211821.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.74806813205304,-73.95666969367451,"(40.74806813205304, -73.95666969367451)"
65005170,05/19/2025 11:33:11 AM,05/19/2025 11:33:11 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10467.0,3595 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,07 BRONX,2033290025.0,BRONX,1018078.0,261421.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.88414951808322,-73.87766297790301,"(40.88414951808322, -73.87766297790301)"
65000914,05/19/2025 11:33:10 AM,05/19/2025 11:33:10 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11373.0,94-25 57 AVENUE,57 AVENUE,,,,,ADDRESS,ELMHURST,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,04 QUEENS,4019020010.0,QUEENS,1021109.0,207565.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73631781874827,-73.86699727967387,"(40.73631781874827, -73.86699727967387)"
64999504,05/19/2025 11:14:58 AM,05/19/2025 11:14:58 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10040.0,9 THAYER STREET,THAYER STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,12 MANHATTAN,1021740236.0,MANHATTAN,1004728.0,253245.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.86174999228432,-73.92596744617518,"(40.861749992284324, -73.92596744617518)"
64995753,05/19/2025 11:02:28 AM,05/19/2025 11:02:28 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10029.0,91 EAST  116 STREET,EAST  116 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,11 MANHATTAN,1016220031.0,MANHATTAN,999844.0,230563.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.799504401407354,-73.94367691828825,"(40.799504401407354, -73.94367691828825)"
64998079,05/19/2025 10:32:07 AM,05/19/2025 10:32:07 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10467.0,3230 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,12 BRONX,2045970021.0,BRONX,1021274.0,257092.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.87225493792927,-73.8661287701622,"(40.87225493792927, -73.8661287701622)"
64995765,05/19/2025 10:17:24 AM,05/22/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11203.0,433 SCHENECTADY AVENUE,SCHENECTADY AVENUE,,,,,ADDRESS,BROOKLYN,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-05-22,09 BROOKLYN,3014300001.0,BROOKLYN,1002421.0,180837.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.663013865262826,-73.93450349067764,"(40.663013865262826, -73.93450349067764)"
65003746,05/19/2025 10:07:55 AM,05/21/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10453.0,1881 GRAND CONCOURSE,GRAND CONCOURSE,,,,,ADDRESS,BRONX,,,Closed,,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,2025-05-21,05 BRONX,2028050056.0,BRONX,1010107.0,248547.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.84884127531168,-73.90653929154836,"(40.84884127531168, -73.90653929154836)"
65005063,05/19/2025 09:52:53 AM,05/19/2025 09:52:53 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11207.0,1019 VAN SICLEN AVENUE,VAN SICLEN AVENUE,,,,,ADDRESS,BROOKLYN,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,05 BROOKLYN,3044157501.0,BROOKLYN,1016902.0,177947.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.65503989714099,-73.88232145462146,"(40.65503989714099, -73.88232145462146)"
64996745,05/19/2025 09:46:29 AM,05/19/2025 09:46:29 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10460.0,1420 CROTONA PARK EAST,CROTONA PARK EAST,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,03 BRONX,2029380009.0,BRONX,1012939.0,243360.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.83459573719419,-73.89632516252435,"(40.83459573719419, -73.89632516252435)"
65000925,05/19/2025 09:40:26 AM,05/19/2025 09:40:26 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10462.0,1410 EAST AVENUE,EAST AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,09 BRONX,2039387501.0,BRONX,1022869.0,243795.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.835751845115745,-73.8604381859852,"(40.835751845115745, -73.8604381859852)"
64996707,05/19/2025 09:28:22 AM,05/19/2025 09:28:22 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10039.0,301 WEST  150 STREET,WEST  150 STREET,,,,,ADDRESS,NEW YORK,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,10 MANHATTAN,1020460007.0,MANHATTAN,1000926.0,240243.0,UNKNOWN,Unspecified,MANHATTAN,,,,,,,,40.826071321393314,-73.93974485561408,"(40.826071321393314, -73.93974485561408)"
65000923,05/19/2025 09:22:06 AM,06/11/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11368.0,55-25 98 PLACE,98 PLACE,,,,,ADDRESS,CORONA,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-06-11,04 QUEENS,4019080001.0,QUEENS,1022569.0,208443.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.73872150344624,-73.86172399522052,"(40.738721503446236, -73.86172399522052)"
64996743,05/19/2025 09:14:29 AM,05/21/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11208.0,74 ELDERT LANE,ELDERT LANE,,,,,ADDRESS,BROOKLYN,,,Closed,,The Department of Buildings investigated this complaint and determined that no further action was necessary.,2025-05-21,05 BROOKLYN,3041120079.0,BROOKLYN,1020937.0,190504.0,UNKNOWN,Unspecified,BROOKLYN,,,,,,,,40.68949020899923,-73.8677108993819,"(40.68949020899923, -73.8677108993819)"
64999519,05/19/2025 09:11:28 AM,05/23/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10458.0,2771 BAINBRIDGE AVENUE,BAINBRIDGE AVENUE,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings determined that the conditions described in this complaint were addressed under another service request number. Click on ""Learn More"" in the ""Did You Know"" section below for more information.",2025-05-23,07 BRONX,2032950070.0,BRONX,1014795.0,255325.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.86742986555101,-73.88956353970688,"(40.86742986555101, -73.88956353970688)"
64998147,05/19/2025 06:57:25 AM,05/19/2025 06:57:25 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,11372.0,33-24 77 STREET,77 STREET,,,,,ADDRESS,JACKSON HEIGHTS,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,03 QUEENS,4012490018.0,QUEENS,1014748.0,214178.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.75449305451118,-73.88992042010946,"(40.75449305451118, -73.88992042010946)"
64999583,05/19/2025 05:12:09 AM,05/19/2025 05:12:09 AM,DOB,Department of Buildings,Elevator,Elevator - Single Device On Property/No Alternate Service,,10467.0,2455 CRUGER AVENUE,CRUGER AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,11 BRONX,2044300028.0,BRONX,1021194.0,253684.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.86290136139394,-73.86643682221185,"(40.86290136139394, -73.86643682221185)"
65005168,05/19/2025 12:49:28 AM,05/22/2025 12:00:00 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10459.0,975 TIFFANY STREET,TIFFANY STREET,,,,,ADDRESS,BRONX,,,Closed,,"The Department of Buildings reviewed this complaint and closed it. If the problem still exists, please call 311 and file a new complaint. If you are outside of New York City, please call (212) NEW-YORK (212-639-9675).",2025-05-22,02 BRONX,2027137501.0,BRONX,1013338.0,238824.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.82214441717055,-73.89490294482933,"(40.82214441717055, -73.89490294482933)"
64999518,05/19/2025 12:10:21 AM,05/19/2025 12:10:21 AM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,11435.0,83-19 141 STREET,141 STREET,,,,,ADDRESS,JAMAICA,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-19,08 QUEENS,4097190002.0,QUEENS,1034558.0,198965.0,UNKNOWN,Unspecified,QUEENS,,,,,,,,40.712646681585696,-73.81853205844074,"(40.712646681585696, -73.81853205844074)"
65005097,05/18/2025 09:32:50 PM,05/18/2025 09:32:50 PM,DOB,Department of Buildings,Elevator,Elevator - Multiple Devices On Property,,10457.0,2229 VALENTINE AVENUE,VALENTINE AVENUE,,,,,ADDRESS,BRONX,,,Open,,Your Service Request has been submitted to the Department of Buildings.  Please check back later for status.,2025-05-18,05 BRONX,2031500041.0,BRONX,1012275.0,251008.0,UNKNOWN,Unspecified,BRONX,,,,,,,,40.85558937005169,-73.89869272590528,"(40.85558937005169, -73.89869272590528)"
